"","Source","State","County","Year","Sector","Industry","Establishments","Employment","Wages","GDP","state","rgn_name","rgn_id"
"766","ENOW","Maine","All Maine counties",2009,"Minerals","All Industries",23,33,1244111,5810000,"Maine","Maine",7
"767","ENOW","Maine","All Maine counties",2009,"Ship & Boat Building","All Industries",90,10874,744476445,655426000,"Maine","Maine",7
"768","ENOW","Maine","All Maine counties",2009,"Tourism & Recreation","All Industries",2106,26663,502975375,931803000,"Maine","Maine",7
"769","ENOW","Maine","All Maine counties",2009,"Transportation","All Industries",80,3194,118951820,191263000,"Maine","Maine",7
"770","ENOW","Maine","All Maine counties",2009,"All Ocean Sectors","All Industries",2755,42564,1431300857,1971129000,"Maine","Maine",7
"771","ENOW","Maine","Cumberland",2009,"Construction","All Industries",13,96,5652034,11632000,"Maine","Maine",7
"772","ENOW","Maine","Cumberland",2009,"Living Resources","All Industries",76,123,3099572,8519000,"Maine","Maine",7
"773","ENOW","Maine","Cumberland",2009,"Minerals","All Industries",NA,NA,NA,NA,"Maine","Maine",7
"774","ENOW","Maine","Cumberland",2009,"Ship & Boat Building","All Industries",11,121,4851178,4789000,"Maine","Maine",7
"775","ENOW","Maine","Cumberland",2009,"Tourism & Recreation","All Industries",666,10225,187646681,393156000,"Maine","Maine",7
"776","ENOW","Maine","Cumberland",2009,"Transportation","All Industries",35,2405,88110278,136075000,"Maine","Maine",7
"777","ENOW","Maine","Cumberland",2009,"All Ocean Sectors","All Industries",804,12970,289360814,584362000,"Maine","Maine",7
"778","ENOW","Maine","Hancock",2009,"Construction","All Industries",6,11,336188,692000,"Maine","Maine",7
"779","ENOW","Maine","Hancock",2009,"Living Resources","All Industries",NA,NA,NA,NA,"Maine","Maine",7
"780","ENOW","Maine","Hancock",2009,"Minerals","All Industries",NA,NA,NA,NA,"Maine","Maine",7
"781","ENOW","Maine","Hancock",2009,"Ship & Boat Building","All Industries",22,398,17041756,16825000,"Maine","Maine",7
"782","ENOW","Maine","Hancock",2009,"Tourism & Recreation","All Industries",303,2694,55283726,125381000,"Maine","Maine",7
"783","ENOW","Maine","Hancock",2009,"Transportation","All Industries",7,30,1494647,2304000,"Maine","Maine",7
"784","ENOW","Maine","Hancock",2009,"All Ocean Sectors","All Industries",405,3433,81895075,169447000,"Maine","Maine",7
"785","ENOW","Maine","Knox",2009,"Construction","All Industries",NA,NA,NA,NA,"Maine","Maine",7
"786","ENOW","Maine","Knox",2009,"Living Resources","All Industries",101,22,584582,1201000,"Maine","Maine",7
"787","ENOW","Maine","Knox",2009,"Minerals","All Industries",NA,NA,NA,NA,"Maine","Maine",7
"788","ENOW","Maine","Knox",2009,"Ship & Boat Building","All Industries",14,244,9653105,9530000,"Maine","Maine",7
"789","ENOW","Maine","Knox",2009,"Tourism & Recreation","All Industries",173,1728,33253747,62938000,"Maine","Maine",7
"790","ENOW","Maine","Knox",2009,"Transportation","All Industries",NA,NA,NA,NA,"Maine","Maine",7
"791","ENOW","Maine","Knox",2009,"All Ocean Sectors","All Industries",300,2342,64595289,134142000,"Maine","Maine",7
"792","ENOW","Maine","Lincoln",2009,"Construction","All Industries",NA,NA,NA,NA,"Maine","Maine",7
"793","ENOW","Maine","Lincoln",2009,"Living Resources","All Industries",91,60,1554604,3195000,"Maine","Maine",7
"794","ENOW","Maine","Lincoln",2009,"Minerals","All Industries",NA,NA,NA,NA,"Maine","Maine",7
"795","ENOW","Maine","Lincoln",2009,"Ship & Boat Building","All Industries",NA,NA,NA,NA,"Maine","Maine",7
"796","ENOW","Maine","Lincoln",2009,"Tourism & Recreation","All Industries",162,1258,25357602,50132000,"Maine","Maine",7
"797","ENOW","Maine","Lincoln",2009,"Transportation","All Industries",NA,NA,NA,NA,"Maine","Maine",7
"798","ENOW","Maine","Lincoln",2009,"All Ocean Sectors","All Industries",286,1707,43214133,80041000,"Maine","Maine",7
"799","ENOW","Maine","Sagadahoc",2009,"Construction","All Industries",NA,NA,NA,NA,"Maine","Maine",7
"800","ENOW","Maine","Sagadahoc",2009,"Living Resources","All Industries",NA,NA,NA,NA,"Maine","Maine",7
"801","ENOW","Maine","Sagadahoc",2009,"Minerals","All Industries",NA,NA,NA,NA,"Maine","Maine",7
"802","ENOW","Maine","Sagadahoc",2009,"Ship & Boat Building","All Industries",NA,NA,NA,NA,"Maine","Maine",7
"803","ENOW","Maine","Sagadahoc",2009,"Tourism & Recreation","All Industries",NA,NA,NA,NA,"Maine","Maine",7
"804","ENOW","Maine","Sagadahoc",2009,"Transportation","All Industries",NA,NA,NA,NA,"Maine","Maine",7
"805","ENOW","Maine","Sagadahoc",2009,"All Ocean Sectors","All Industries",NA,NA,NA,NA,"Maine","Maine",7
"806","ENOW","Maine","Waldo",2009,"Construction","All Industries",NA,NA,NA,NA,"Maine","Maine",7
"807","ENOW","Maine","Waldo",2009,"Living Resources","All Industries",NA,NA,NA,NA,"Maine","Maine",7
"808","ENOW","Maine","Waldo",2009,"Minerals","All Industries",NA,NA,NA,NA,"Maine","Maine",7
"809","ENOW","Maine","Waldo",2009,"Ship & Boat Building","All Industries",5,19,687366,678000,"Maine","Maine",7
"810","ENOW","Maine","Waldo",2009,"Tourism & Recreation","All Industries",71,695,12134904,23585000,"Maine","Maine",7
"811","ENOW","Maine","Waldo",2009,"Transportation","All Industries",NA,NA,NA,NA,"Maine","Maine",7
"812","ENOW","Maine","Waldo",2009,"All Ocean Sectors","All Industries",89,834,17709850,37912000,"Maine","Maine",7
"813","ENOW","Maine","Washington",2009,"Construction","All Industries",NA,NA,NA,NA,"Maine","Maine",7
"814","ENOW","Maine","Washington",2009,"Living Resources","All Industries",30,46,1171306,2838000,"Maine","Maine",7
"815","ENOW","Maine","Washington",2009,"Minerals","All Industries",NA,NA,NA,NA,"Maine","Maine",7
"816","ENOW","Maine","Washington",2009,"Ship & Boat Building","All Industries",NA,NA,NA,NA,"Maine","Maine",7
"817","ENOW","Maine","Washington",2009,"Tourism & Recreation","All Industries",73,561,7321199,14137000,"Maine","Maine",7
"818","ENOW","Maine","Washington",2009,"Transportation","All Industries",NA,NA,NA,NA,"Maine","Maine",7
"819","ENOW","Maine","Washington",2009,"All Ocean Sectors","All Industries",113,946,16630621,42770000,"Maine","Maine",7
"820","ENOW","Maine","York",2009,"Construction","All Industries",NA,NA,NA,NA,"Maine","Maine",7
"821","ENOW","Maine","York",2009,"Living Resources","All Industries",14,47,899358,1848000,"Maine","Maine",7
"822","ENOW","Maine","York",2009,"Minerals","All Industries",NA,NA,NA,NA,"Maine","Maine",7
"823","ENOW","Maine","York",2009,"Ship & Boat Building","All Industries",6,4497,363457173,358830000,"Maine","Maine",7
"824","ENOW","Maine","York",2009,"Tourism & Recreation","All Industries",529,6501,123201285,245589000,"Maine","Maine",7
"825","ENOW","Maine","York",2009,"Transportation","All Industries",9,318,14834047,22880000,"Maine","Maine",7
"826","ENOW","Maine","York",2009,"All Ocean Sectors","All Industries",568,11363,502391863,596374000,"Maine","Maine",7
"827","ENOW","Maine","All Maine counties",2008,"Construction","All Industries",30,178,10024520,17042000,"Maine","Maine",7
"828","ENOW","Maine","All Maine counties",2008,"Living Resources","All Industries",420,1578,54122601,159241000,"Maine","Maine",7
"829","ENOW","Maine","All Maine counties",2008,"Minerals","All Industries",19,53,2688699,10369000,"Maine","Maine",7
"830","ENOW","Maine","All Maine counties",2008,"Ship & Boat Building","All Industries",94,11277,749260128,706594000,"Maine","Maine",7
"831","ENOW","Maine","All Maine counties",2008,"Tourism & Recreation","All Industries",2050,26815,507301706,984689000,"Maine","Maine",7
"832","ENOW","Maine","All Maine counties",2008,"Transportation","All Industries",79,3684,130092751,202111000,"Maine","Maine",7
"833","ENOW","Maine","All Maine counties",2008,"All Ocean Sectors","All Industries",2692,43587,1453491471,2080046000,"Maine","Maine",7
"834","ENOW","Maine","Cumberland",2008,"Construction","All Industries",12,107,6173774,11084000,"Maine","Maine",7
"835","ENOW","Maine","Cumberland",2008,"Living Resources","All Industries",74,122,3114072,8289000,"Maine","Maine",7
"836","ENOW","Maine","Cumberland",2008,"Minerals","All Industries",NA,NA,NA,NA,"Maine","Maine",7
"837","ENOW","Maine","Cumberland",2008,"Ship & Boat Building","All Industries",12,183,7244136,7792000,"Maine","Maine",7
"838","ENOW","Maine","Cumberland",2008,"Tourism & Recreation","All Industries",646,10539,193684435,412925000,"Maine","Maine",7
"839","ENOW","Maine","Cumberland",2008,"Transportation","All Industries",35,58,3751599,6080000,"Maine","Maine",7
"840","ENOW","Maine","Cumberland",2008,"All Ocean Sectors","All Industries",782,11832,245929638,619087000,"Maine","Maine",7
"841","ENOW","Maine","Hancock",2008,"Construction","All Industries",5,9,298507,537000,"Maine","Maine",7
"842","ENOW","Maine","Hancock",2008,"Living Resources","All Industries",NA,NA,NA,NA,"Maine","Maine",7
"843","ENOW","Maine","Hancock",2008,"Minerals","All Industries",NA,NA,NA,NA,"Maine","Maine",7
"844","ENOW","Maine","Hancock",2008,"Ship & Boat Building","All Industries",22,623,29640725,31885000,"Maine","Maine",7
"845","ENOW","Maine","Hancock",2008,"Tourism & Recreation","All Industries",290,2701,55308102,126741000,"Maine","Maine",7
"846","ENOW","Maine","Hancock",2008,"Transportation","All Industries",8,26,1318763,1990000,"Maine","Maine",7
"847","ENOW","Maine","Hancock",2008,"All Ocean Sectors","All Industries",390,3634,93796375,181986000,"Maine","Maine",7
"848","ENOW","Maine","Knox",2008,"Construction","All Industries",NA,NA,NA,NA,"Maine","Maine",7
"849","ENOW","Maine","Knox",2008,"Living Resources","All Industries",102,23,514925,1058000,"Maine","Maine",7
"850","ENOW","Maine","Knox",2008,"Minerals","All Industries",NA,NA,NA,NA,"Maine","Maine",7
"851","ENOW","Maine","Knox",2008,"Ship & Boat Building","All Industries",14,339,12630064,13586000,"Maine","Maine",7
"852","ENOW","Maine","Knox",2008,"Tourism & Recreation","All Industries",169,1766,35320896,69908000,"Maine","Maine",7
"853","ENOW","Maine","Knox",2008,"Transportation","All Industries",NA,NA,NA,NA,"Maine","Maine",7
"854","ENOW","Maine","Knox",2008,"All Ocean Sectors","All Industries",296,2479,70959488,146533000,"Maine","Maine",7
"855","ENOW","Maine","Lincoln",2008,"Construction","All Industries",NA,NA,NA,NA,"Maine","Maine",7
"856","ENOW","Maine","Lincoln",2008,"Living Resources","All Industries",95,72,1579957,3244000,"Maine","Maine",7
"857","ENOW","Maine","Lincoln",2008,"Minerals","All Industries",NA,NA,NA,NA,"Maine","Maine",7
"858","ENOW","Maine","Lincoln",2008,"Ship & Boat Building","All Industries",NA,NA,NA,NA,"Maine","Maine",7
"859","ENOW","Maine","Lincoln",2008,"Tourism & Recreation","All Industries",157,1275,25793177,53290000,"Maine","Maine",7
"860","ENOW","Maine","Lincoln",2008,"Transportation","All Industries",NA,NA,NA,NA,"Maine","Maine",7
"861","ENOW","Maine","Lincoln",2008,"All Ocean Sectors","All Industries",280,1773,44560768,84354000,"Maine","Maine",7
"862","ENOW","Maine","Sagadahoc",2008,"Construction","All Industries",NA,NA,NA,NA,"Maine","Maine",7
"863","ENOW","Maine","Sagadahoc",2008,"Living Resources","All Industries",NA,NA,NA,NA,"Maine","Maine",7
"864","ENOW","Maine","Sagadahoc",2008,"Minerals","All Industries",NA,NA,NA,NA,"Maine","Maine",7
"865","ENOW","Maine","Sagadahoc",2008,"Ship & Boat Building","All Industries",NA,NA,NA,NA,"Maine","Maine",7
"866","ENOW","Maine","Sagadahoc",2008,"Tourism & Recreation","All Industries",NA,NA,NA,NA,"Maine","Maine",7
"867","ENOW","Maine","Sagadahoc",2008,"Transportation","All Industries",NA,NA,NA,NA,"Maine","Maine",7
"868","ENOW","Maine","Sagadahoc",2008,"All Ocean Sectors","All Industries",NA,NA,NA,NA,"Maine","Maine",7
"869","ENOW","Maine","Waldo",2008,"Construction","All Industries",NA,NA,NA,NA,"Maine","Maine",7
"870","ENOW","Maine","Waldo",2008,"Living Resources","All Industries",NA,NA,NA,NA,"Maine","Maine",7
"871","ENOW","Maine","Waldo",2008,"Minerals","All Industries",NA,NA,NA,NA,"Maine","Maine",7
"872","ENOW","Maine","Waldo",2008,"Ship & Boat Building","All Industries",NA,NA,NA,NA,"Maine","Maine",7
"873","ENOW","Maine","Waldo",2008,"Tourism & Recreation","All Industries",72,689,12095949,24789000,"Maine","Maine",7
"874","ENOW","Maine","Waldo",2008,"Transportation","All Industries",6,17,1575693,2554000,"Maine","Maine",7
"875","ENOW","Maine","Waldo",2008,"All Ocean Sectors","All Industries",91,852,18421109,40098000,"Maine","Maine",7
"876","ENOW","Maine","Washington",2008,"Construction","All Industries",NA,NA,NA,NA,"Maine","Maine",7
"877","ENOW","Maine","Washington",2008,"Living Resources","All Industries",31,41,971215,1996000,"Maine","Maine",7
"878","ENOW","Maine","Washington",2008,"Minerals","All Industries",NA,NA,NA,NA,"Maine","Maine",7
"879","ENOW","Maine","Washington",2008,"Ship & Boat Building","All Industries",6,23,628998,677000,"Maine","Maine",7
"880","ENOW","Maine","Washington",2008,"Tourism & Recreation","All Industries",73,516,6345416,14263000,"Maine","Maine",7
"881","ENOW","Maine","Washington",2008,"Transportation","All Industries",NA,NA,NA,NA,"Maine","Maine",7
"882","ENOW","Maine","Washington",2008,"All Ocean Sectors","All Industries",116,796,13949893,34471000,"Maine","Maine",7
"883","ENOW","Maine","York",2008,"Construction","All Industries",NA,NA,NA,NA,"Maine","Maine",7
"884","ENOW","Maine","York",2008,"Living Resources","All Industries",16,49,905117,1859000,"Maine","Maine",7
"885","ENOW","Maine","York",2008,"Minerals","All Industries",NA,NA,NA,NA,"Maine","Maine",7
"886","ENOW","Maine","York",2008,"Ship & Boat Building","All Industries",6,4221,345480810,371643000,"Maine","Maine",7
"887","ENOW","Maine","York",2008,"Tourism & Recreation","All Industries",522,6445,124346482,264784000,"Maine","Maine",7
"888","ENOW","Maine","York",2008,"Transportation","All Industries",8,343,15155650,22880000,"Maine","Maine",7
"889","ENOW","Maine","York",2008,"All Ocean Sectors","All Industries",561,11058,485886994,622006000,"Maine","Maine",7
"890","ENOW","Maine","All Maine counties",2007,"Construction","All Industries",27,176,10561462,18343000,"Maine","Maine",7
"891","ENOW","Maine","All Maine counties",2007,"Living Resources","All Industries",416,1621,58251384,181671000,"Maine","Maine",7
"892","ENOW","Maine","All Maine counties",2007,"Minerals","All Industries",18,53,2526024,7448000,"Maine","Maine",7
"893","ENOW","Maine","All Maine counties",2007,"Ship & Boat Building","All Industries",103,11104,763307863,768798000,"Maine","Maine",7
"894","ENOW","Maine","All Maine counties",2007,"Tourism & Recreation","All Industries",2039,27151,527116279,1064716000,"Maine","Maine",7
"895","ENOW","Maine","All Maine counties",2007,"Transportation","All Industries",69,1858,69818383,168125000,"Maine","Maine",7
"896","ENOW","Maine","All Maine counties",2007,"All Ocean Sectors","All Industries",2672,41967,1431581395,2209101000,"Maine","Maine",7
"897","ENOW","Maine","Cumberland",2007,"Construction","All Industries",12,111,6378738,11670000,"Maine","Maine",7
"898","ENOW","Maine","Cumberland",2007,"Living Resources","All Industries",74,413,13398671,40220000,"Maine","Maine",7
"899","ENOW","Maine","Cumberland",2007,"Minerals","All Industries",NA,NA,NA,NA,"Maine","Maine",7
"900","ENOW","Maine","Cumberland",2007,"Ship & Boat Building","All Industries",13,198,7723145,8820000,"Maine","Maine",7
"901","ENOW","Maine","Cumberland",2007,"Tourism & Recreation","All Industries",646,10705,200035437,443905000,"Maine","Maine",7
"902","ENOW","Maine","Cumberland",2007,"Transportation","All Industries",31,1132,41264673,102397000,"Maine","Maine",7
"903","ENOW","Maine","Cumberland",2007,"All Ocean Sectors","All Industries",780,12559,268800664,612796000,"Maine","Maine",7
"904","ENOW","Maine","Hancock",2007,"Construction","All Industries",4,6,241417,441000,"Maine","Maine",7
"905","ENOW","Maine","Hancock",2007,"Living Resources","All Industries",NA,NA,NA,NA,"Maine","Maine",7
"906","ENOW","Maine","Hancock",2007,"Minerals","All Industries",NA,NA,NA,NA,"Maine","Maine",7
"907","ENOW","Maine","Hancock",2007,"Ship & Boat Building","All Industries",25,644,30368771,34679000,"Maine","Maine",7
"908","ENOW","Maine","Hancock",2007,"Tourism & Recreation","All Industries",295,2726,58213732,138876000,"Maine","Maine",7
"909","ENOW","Maine","Hancock",2007,"Transportation","All Industries",NA,NA,NA,NA,"Maine","Maine",7
"910","ENOW","Maine","Hancock",2007,"All Ocean Sectors","All Industries",397,3653,96977852,196827000,"Maine","Maine",7
"911","ENOW","Maine","Knox",2007,"Construction","All Industries",NA,NA,NA,NA,"Maine","Maine",7
"912","ENOW","Maine","Knox",2007,"Living Resources","All Industries",103,23,600221,1194000,"Maine","Maine",7
"913","ENOW","Maine","Knox",2007,"Minerals","All Industries",NA,NA,NA,NA,"Maine","Maine",7
"914","ENOW","Maine","Knox",2007,"Ship & Boat Building","All Industries",15,328,12366556,14123000,"Maine","Maine",7
"915","ENOW","Maine","Knox",2007,"Tourism & Recreation","All Industries",165,1845,37795127,75252000,"Maine","Maine",7
"916","ENOW","Maine","Knox",2007,"Transportation","All Industries",NA,NA,NA,NA,"Maine","Maine",7
"917","ENOW","Maine","Knox",2007,"All Ocean Sectors","All Industries",291,2574,75369878,160059000,"Maine","Maine",7
"918","ENOW","Maine","Lincoln",2007,"Construction","All Industries",3,8,368771,675000,"Maine","Maine",7
"919","ENOW","Maine","Lincoln",2007,"Living Resources","All Industries",90,84,1971207,3921000,"Maine","Maine",7
"920","ENOW","Maine","Lincoln",2007,"Minerals","All Industries",NA,NA,NA,NA,"Maine","Maine",7
"921","ENOW","Maine","Lincoln",2007,"Ship & Boat Building","All Industries",NA,NA,NA,NA,"Maine","Maine",7
"922","ENOW","Maine","Lincoln",2007,"Tourism & Recreation","All Industries",157,1280,26947951,56844000,"Maine","Maine",7
"923","ENOW","Maine","Lincoln",2007,"Transportation","All Industries",NA,NA,NA,NA,"Maine","Maine",7
"924","ENOW","Maine","Lincoln",2007,"All Ocean Sectors","All Industries",272,1739,46222591,92141000,"Maine","Maine",7
"925","ENOW","Maine","Sagadahoc",2007,"Construction","All Industries",NA,NA,NA,NA,"Maine","Maine",7
"926","ENOW","Maine","Sagadahoc",2007,"Living Resources","All Industries",NA,NA,NA,NA,"Maine","Maine",7
"927","ENOW","Maine","Sagadahoc",2007,"Minerals","All Industries",NA,NA,NA,NA,"Maine","Maine",7
"928","ENOW","Maine","Sagadahoc",2007,"Ship & Boat Building","All Industries",NA,NA,NA,NA,"Maine","Maine",7
"929","ENOW","Maine","Sagadahoc",2007,"Tourism & Recreation","All Industries",NA,NA,NA,NA,"Maine","Maine",7
"930","ENOW","Maine","Sagadahoc",2007,"Transportation","All Industries",NA,NA,NA,NA,"Maine","Maine",7
"931","ENOW","Maine","Sagadahoc",2007,"All Ocean Sectors","All Industries",NA,NA,NA,NA,"Maine","Maine",7
"932","ENOW","Maine","Waldo",2007,"Construction","All Industries",NA,NA,NA,NA,"Maine","Maine",7
"933","ENOW","Maine","Waldo",2007,"Living Resources","All Industries",6,27,650055,1293000,"Maine","Maine",7
"934","ENOW","Maine","Waldo",2007,"Minerals","All Industries",NA,NA,NA,NA,"Maine","Maine",7
"935","ENOW","Maine","Waldo",2007,"Ship & Boat Building","All Industries",NA,NA,NA,NA,"Maine","Maine",7
"936","ENOW","Maine","Waldo",2007,"Tourism & Recreation","All Industries",70,685,12758583,26485000,"Maine","Maine",7
"937","ENOW","Maine","Waldo",2007,"Transportation","All Industries",5,16,1259136,1945000,"Maine","Maine",7
"938","ENOW","Maine","Waldo",2007,"All Ocean Sectors","All Industries",90,848,18977852,41081000,"Maine","Maine",7
"939","ENOW","Maine","Washington",2007,"Construction","All Industries",NA,NA,NA,NA,"Maine","Maine",7
"940","ENOW","Maine","Washington",2007,"Living Resources","All Industries",30,51,1118494,2424000,"Maine","Maine",7
"941","ENOW","Maine","Washington",2007,"Minerals","All Industries",NA,NA,NA,NA,"Maine","Maine",7
"942","ENOW","Maine","Washington",2007,"Ship & Boat Building","All Industries",6,36,942414,1076000,"Maine","Maine",7
"943","ENOW","Maine","Washington",2007,"Tourism & Recreation","All Industries",70,587,7312292,15436000,"Maine","Maine",7
"944","ENOW","Maine","Washington",2007,"Transportation","All Industries",NA,NA,NA,NA,"Maine","Maine",7
"945","ENOW","Maine","Washington",2007,"All Ocean Sectors","All Industries",113,910,15518272,38544000,"Maine","Maine",7
"946","ENOW","Maine","York",2007,"Construction","All Industries",NA,NA,NA,NA,"Maine","Maine",7
"947","ENOW","Maine","York",2007,"Living Resources","All Industries",16,55,1027685,2045000,"Maine","Maine",7
"948","ENOW","Maine","York",2007,"Minerals","All Industries",NA,NA,NA,NA,"Maine","Maine",7
"949","ENOW","Maine","York",2007,"Ship & Boat Building","All Industries",6,4142,359384275,410398000,"Maine","Maine",7
"950","ENOW","Maine","York",2007,"Tourism & Recreation","All Industries",514,6581,130862680,289623000,"Maine","Maine",7
"951","ENOW","Maine","York",2007,"Transportation","All Industries",6,291,11974529,30678000,"Maine","Maine",7
"952","ENOW","Maine","York",2007,"All Ocean Sectors","All Industries",552,11069,503250277,690420000,"Maine","Maine",7
"953","ENOW","Maine","All Maine counties",2006,"Construction","All Industries",28,191,9847380,18750000,"Maine","Maine",7
"954","ENOW","Maine","All Maine counties",2006,"Living Resources","All Industries",419,1651,61104784,206641000,"Maine","Maine",7
"955","ENOW","Maine","All Maine counties",2006,"Minerals","All Industries",19,70,2564920,6980000,"Maine","Maine",7
"956","ENOW","Maine","All Maine counties",2006,"Ship & Boat Building","All Industries",99,10980,716072893,700031000,"Maine","Maine",7
"957","ENOW","Maine","All Maine counties",2006,"Tourism & Recreation","All Industries",2054,26829,520302961,1099532000,"Maine","Maine",7
"958","ENOW","Maine","All Maine counties",2006,"Transportation","All Industries",68,1910,71189066,177425000,"Maine","Maine",7
"959","ENOW","Maine","All Maine counties",2006,"All Ocean Sectors","All Industries",2687,41633,1381083144,2209359000,"Maine","Maine",7
"960","ENOW","Maine","Cumberland",2006,"Construction","All Industries",11,109,5799544,11611000,"Maine","Maine",7
"961","ENOW","Maine","Cumberland",2006,"Living Resources","All Industries",77,400,13020501,37777000,"Maine","Maine",7
"962","ENOW","Maine","Cumberland",2006,"Minerals","All Industries",3,5,247153,NA,"Maine","Maine",7
"963","ENOW","Maine","Cumberland",2006,"Ship & Boat Building","All Industries",12,208,8465831,9460000,"Maine","Maine",7
"964","ENOW","Maine","Cumberland",2006,"Tourism & Recreation","All Industries",641,10912,204780182,472956000,"Maine","Maine",7
"965","ENOW","Maine","Cumberland",2006,"Transportation","All Industries",30,1134,41296128,107368000,"Maine","Maine",7
"966","ENOW","Maine","Cumberland",2006,"All Ocean Sectors","All Industries",774,12768,273608200,642010000,"Maine","Maine",7
"967","ENOW","Maine","Hancock",2006,"Construction","All Industries",4,7,243736,488000,"Maine","Maine",7
"968","ENOW","Maine","Hancock",2006,"Living Resources","All Industries",58,39,1526196,6008000,"Maine","Maine",7
"969","ENOW","Maine","Hancock",2006,"Minerals","All Industries",NA,NA,NA,NA,"Maine","Maine",7
"970","ENOW","Maine","Hancock",2006,"Ship & Boat Building","All Industries",NA,NA,NA,NA,"Maine","Maine",7
"971","ENOW","Maine","Hancock",2006,"Tourism & Recreation","All Industries",292,2726,56436219,141095000,"Maine","Maine",7
"972","ENOW","Maine","Hancock",2006,"Transportation","All Industries",NA,NA,NA,NA,"Maine","Maine",7
"973","ENOW","Maine","Hancock",2006,"All Ocean Sectors","All Industries",390,3722,97587699,200572000,"Maine","Maine",7
"974","ENOW","Maine","Knox",2006,"Construction","All Industries",NA,NA,NA,NA,"Maine","Maine",7
"975","ENOW","Maine","Knox",2006,"Living Resources","All Industries",95,38,962415,2041000,"Maine","Maine",7
"976","ENOW","Maine","Knox",2006,"Minerals","All Industries",NA,NA,NA,NA,"Maine","Maine",7
"977","ENOW","Maine","Knox",2006,"Ship & Boat Building","All Industries",13,265,9910023,11074000,"Maine","Maine",7
"978","ENOW","Maine","Knox",2006,"Tourism & Recreation","All Industries",164,1787,37052392,76235000,"Maine","Maine",7
"979","ENOW","Maine","Knox",2006,"Transportation","All Industries",NA,NA,NA,NA,"Maine","Maine",7
"980","ENOW","Maine","Knox",2006,"All Ocean Sectors","All Industries",289,2470,73285877,176723000,"Maine","Maine",7
"981","ENOW","Maine","Lincoln",2006,"Construction","All Industries",3,9,400911,802000,"Maine","Maine",7
"982","ENOW","Maine","Lincoln",2006,"Living Resources","All Industries",90,88,1973804,4185000,"Maine","Maine",7
"983","ENOW","Maine","Lincoln",2006,"Minerals","All Industries",NA,NA,NA,NA,"Maine","Maine",7
"984","ENOW","Maine","Lincoln",2006,"Ship & Boat Building","All Industries",NA,NA,NA,NA,"Maine","Maine",7
"985","ENOW","Maine","Lincoln",2006,"Tourism & Recreation","All Industries",164,1331,27347380,59098000,"Maine","Maine",7
"986","ENOW","Maine","Lincoln",2006,"Transportation","All Industries",NA,NA,NA,NA,"Maine","Maine",7
"987","ENOW","Maine","Lincoln",2006,"All Ocean Sectors","All Industries",283,1811,46727790,95662000,"Maine","Maine",7
"988","ENOW","Maine","Sagadahoc",2006,"Construction","All Industries",NA,NA,NA,NA,"Maine","Maine",7
"989","ENOW","Maine","Sagadahoc",2006,"Living Resources","All Industries",7,10,255125,541000,"Maine","Maine",7
"990","ENOW","Maine","Sagadahoc",2006,"Minerals","All Industries",NA,NA,NA,NA,"Maine","Maine",7
"991","ENOW","Maine","Sagadahoc",2006,"Ship & Boat Building","All Industries",NA,NA,NA,NA,"Maine","Maine",7
"992","ENOW","Maine","Sagadahoc",2006,"Tourism & Recreation","All Industries",NA,NA,NA,NA,"Maine","Maine",7
"993","ENOW","Maine","Sagadahoc",2006,"Transportation","All Industries",NA,NA,NA,NA,"Maine","Maine",7
"994","ENOW","Maine","Sagadahoc",2006,"All Ocean Sectors","All Industries",NA,NA,NA,NA,"Maine","Maine",7
"995","ENOW","Maine","Waldo",2006,"Construction","All Industries",NA,NA,NA,NA,"Maine","Maine",7
"996","ENOW","Maine","Waldo",2006,"Living Resources","All Industries",NA,NA,NA,NA,"Maine","Maine",7
"997","ENOW","Maine","Waldo",2006,"Minerals","All Industries",NA,NA,NA,NA,"Maine","Maine",7
"998","ENOW","Maine","Waldo",2006,"Ship & Boat Building","All Industries",NA,NA,NA,NA,"Maine","Maine",7
"999","ENOW","Maine","Waldo",2006,"Tourism & Recreation","All Industries",67,725,12421412,26512000,"Maine","Maine",7
"1000","ENOW","Maine","Waldo",2006,"Transportation","All Industries",6,17,1439636,2495000,"Maine","Maine",7
"1001","ENOW","Maine","Waldo",2006,"All Ocean Sectors","All Industries",90,905,19169704,41501000,"Maine","Maine",7
"1002","ENOW","Maine","Washington",2006,"Construction","All Industries",NA,NA,NA,NA,"Maine","Maine",7
"1003","ENOW","Maine","Washington",2006,"Living Resources","All Industries",32,48,1077449,2475000,"Maine","Maine",7
"1004","ENOW","Maine","Washington",2006,"Minerals","All Industries",NA,NA,NA,NA,"Maine","Maine",7
"1005","ENOW","Maine","Washington",2006,"Ship & Boat Building","All Industries",6,39,1064920,1190000,"Maine","Maine",7
"1006","ENOW","Maine","Washington",2006,"Tourism & Recreation","All Industries",78,612,7406606,16893000,"Maine","Maine",7
"1007","ENOW","Maine","Washington",2006,"Transportation","All Industries",NA,NA,NA,NA,"Maine","Maine",7
"1008","ENOW","Maine","Washington",2006,"All Ocean Sectors","All Industries",121,910,15089977,47005000,"Maine","Maine",7
"1009","ENOW","Maine","York",2006,"Construction","All Industries",NA,NA,NA,NA,"Maine","Maine",7
"1010","ENOW","Maine","York",2006,"Living Resources","All Industries",16,48,906606,1921000,"Maine","Maine",7
"1011","ENOW","Maine","York",2006,"Minerals","All Industries",NA,NA,NA,NA,"Maine","Maine",7
